person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
22,68327.0,0,12400.0,10.74,0.18,4,606,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
22,109025.0,1,9500.0,11.01,0.09,3,640,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
25,45460.0,4,12450.0,16.32,0.27,2,526,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
26,108991.0,1,1000.0,6.17,0.01,4,679,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
24,109016.0,3,12000.0,13.35,0.11,3,676,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
23,80460.0,2,15000.0,14.83,0.19,4,537,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,108834.0,5,6000.0,5.79,0.06,4,681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
25,43980.0,3,12500.0,11.72,0.28,4,614,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
24,39376.0,1,12500.0,12.87,0.32,3,607,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23,109032.0,0,5000.0,5.42,0.05,4,671,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
26,49230.0,2,12500.0,6.92,0.25,2,603,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
22,36981.0,1,2800.0,6.54,0.08,3,661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22,109047.0,3,6000.0,9.25,0.06,2,583,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23,109222.0,0,8500.0,5.79,0.08,4,631,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
23,109016.0,0,8000.0,10.36,0.07,3,691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,109060.0,5,10000.0,12.61,0.09,3,705,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22,40730.0,2,2800.0,15.62,0.07,3,667,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
22,109117.0,1,3500.0,9.25,0.03,2,582,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
24,40928.0,0,2800.0,16.0,0.07,3,581,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
22,43135.0,0,2800.0,10.37,0.06,4,678,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
21,45995.0,0,2800.0,7.88,0.06,4,621,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
26,47804.0,2,2800.0,10.0,0.06,2,650,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
22,49227.0,2,2800.0,7.49,0.06,4,709,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
22,48966.0,0,2800.0,7.49,0.06,2,675,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
24,48752.0,3,2800.0,10.25,0.06,2,572,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
25,109509.0,3,15000.0,13.61,0.14,3,681,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
24,49600.0,0,2800.0,6.99,0.06,4,603,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
25,108932.0,4,7500.0,6.76,0.07,4,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,108846.0,2,6000.0,11.01,0.06,4,711,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
26,44606.0,5,2800.0,13.35,0.06,4,565,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
25,45608.0,3,2800.0,16.29,0.06,3,628,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
25,108959.0,2,8500.0,15.21,0.08,3,555,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
24,109039.0,0,1700.0,10.75,0.02,3,665,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
25,53621.0,6,2800.0,6.92,0.05,3,636,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
22,108939.0,1,5000.0,10.75,0.05,4,604,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
22,55302.0,0,2800.0,13.49,0.05,2,646,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
22,109156.0,1,7000.0,7.14,0.06,4,640,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,56808.0,0,2800.0,10.37,0.05,3,656,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
26,43232.0,3,7500.0,7.9,0.17,3,678,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22,109187.0,0,6400.0,9.88,0.06,3,590,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
26,108959.0,2,6500.0,7.14,0.06,3,680,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24,61028.0,1,2800.0,5.79,0.05,2,614,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25,108545.0,1,6000.0,7.14,0.06,3,667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
25,109101.0,1,5000.0,6.76,0.05,4,606,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
24,53282.0,0,2800.0,14.17,0.05,2,661,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
26,61008.0,4,2800.0,13.61,0.05,3,630,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
23,61008.0,0,2800.0,11.86,0.05,2,669,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22,108962.0,0,10000.0,7.88,0.09,3,659,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,64106.0,5,2800.0,13.47,0.04,4,658,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
21,58583.0,0,2800.0,8.9,0.05,2,668,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
22,68489.0,0,2800.0,15.31,0.04,2,657,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
23,89438.0,2,2800.0,15.21,0.03,2,634,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
23,94867.0,2,15000.0,15.31,0.16,4,635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,105265.0,2,2800.0,14.65,0.03,4,624,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
21,42745.0,1,7200.0,15.23,0.17,4,616,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
25,109177.0,5,15000.0,12.18,0.14,2,630,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
25,109309.0,3,6000.0,7.74,0.05,4,671,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23,23225.0,0,2775.0,7.68,0.12,2,645,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
23,21049.0,3,2750.0,16.77,0.13,2,682,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
25,94644.0,2,3000.0,11.48,0.03,3,599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,94518.0,2,8000.0,16.0,0.08,2,695,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,109029.0,2,3200.0,13.22,0.03,4,630,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
22,108931.0,1,2500.0,13.22,0.02,2,689,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,73161.0,2,2750.0,15.23,0.04,4,599,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
23,109321.0,0,12000.0,12.18,0.11,4,680,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
25,108971.0,4,10000.0,8.0,0.09,4,699,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
24,38242.0,0,2725.0,10.74,0.07,2,563,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
21,109148.0,0,16000.0,11.26,0.15,4,516,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
23,109222.0,2,6000.0,11.89,0.05,4,688,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
23,94735.0,0,15250.0,11.01,0.16,2,653,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
24,109217.0,2,3000.0,13.79,0.03,4,681,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
23,109055.0,1,1500.0,12.84,0.01,2,663,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23,108894.0,0,15000.0,16.32,0.14,2,623,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,94796.0,3,10000.0,9.63,0.11,4,642,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
25,108790.0,6,11000.0,9.32,0.1,3,652,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
23,30034.0,2,2700.0,10.75,0.09,2,599,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,94672.0,0,9000.0,11.78,0.1,2,644,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24,108661.0,0,5000.0,8.0,0.05,4,648,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24,108945.0,0,12000.0,11.01,0.11,4,652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,109314.0,3,7500.0,11.01,0.07,3,678,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23,31850.0,0,2700.0,7.29,0.08,3,634,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
24,108863.0,0,5000.0,11.34,0.05,4,563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,36538.0,4,2700.0,10.75,0.07,2,717,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
22,38579.0,0,2700.0,6.91,0.07,4,585,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
24,39445.0,4,2700.0,11.01,0.07,3,696,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
25,43283.0,5,2700.0,7.88,0.06,2,659,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
26,108784.0,3,9500.0,8.07,0.09,2,559,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
25,109239.0,3,15000.0,7.88,0.14,4,632,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
23,109442.0,2,10150.0,11.97,0.09,3,623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23,94745.0,0,1200.0,11.01,0.01,3,576,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22,95068.0,0,11000.0,17.99,0.12,3,643,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24,109278.0,1,15000.0,10.38,0.14,3,645,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
25,61937.0,2,2700.0,9.7,0.04,2,582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
24,109978.0,0,8000.0,11.01,0.07,2,684,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25,56221.0,0,2700.0,15.96,0.05,2,529,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,110410.0,2,13200.0,14.79,0.12,4,644,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,119341.0,1,2700.0,13.49,0.02,4,622,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
24,110198.0,5,8400.0,10.99,0.08,2,580,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
21,110239.0,0,6000.0,9.99,0.05,2,700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26,23110.0,0,2675.0,9.91,0.12,4,606,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
24,110222.0,3,16000.0,7.88,0.15,3,523,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
23,49164.0,2,2675.0,8.07,0.05,4,547,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
23,110351.0,0,1000.0,11.71,0.01,3,594,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
24,110412.0,2,15000.0,6.03,0.14,4,682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,109978.0,3,2400.0,9.91,0.02,4,613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,110331.0,0,10000.0,10.99,0.09,4,591,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23,110391.0,5,1500.0,14.54,0.01,4,515,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
21,27798.0,0,2650.0,9.88,0.1,3,664,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
23,95636.0,0,16000.0,14.09,0.17,3,610,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,110389.0,2,10000.0,16.32,0.09,3,619,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23,56837.0,3,2650.0,10.59,0.05,2,704,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
22,110346.0,0,15000.0,7.88,0.14,2,654,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
23,110013.0,0,10000.0,13.61,0.09,4,663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,95755.0,4,5000.0,15.33,0.05,2,655,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,110245.0,1,8000.0,17.19,0.07,4,644,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
24,110066.0,3,15000.0,7.88,0.14,4,666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,19967.0,2,2600.0,11.01,0.13,2,645,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
22,25245.0,0,2600.0,6.92,0.1,4,635,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
21,42745.0,0,11000.0,7.88,0.26,2,587,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23,110621.0,2,12000.0,11.01,0.11,3,570,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
24,26987.0,2,2600.0,19.29,0.1,4,713,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
24,110607.0,1,1000.0,7.68,0.01,3,642,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
26,81795.0,4,15000.0,14.11,0.18,4,639,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
21,33082.0,0,2600.0,13.22,0.08,2,671,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
24,109955.0,3,7000.0,8.0,0.06,3,622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,110183.0,3,7500.0,10.39,0.07,2,608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,110266.0,0,7500.0,11.97,0.07,2,666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,110525.0,3,10000.0,13.43,0.09,2,640,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
25,96227.0,3,11200.0,14.79,0.12,3,597,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21,43130.0,0,7000.0,14.59,0.16,3,642,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
25,42962.0,3,4000.0,13.11,0.09,2,629,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
23,110842.0,0,3000.0,8.88,0.03,2,696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,110264.0,2,5000.0,11.48,0.05,2,639,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
25,110707.0,3,6000.0,7.68,0.05,4,658,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
24,96132.0,1,6500.0,11.78,0.07,3,676,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,110144.0,0,12000.0,7.49,0.11,3,671,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
22,110349.0,0,12000.0,11.83,0.11,2,587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,42889.0,0,10000.0,10.25,0.23,2,671,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
22,42857.0,4,13200.0,13.48,0.31,3,704,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
22,58562.0,0,2600.0,11.12,0.04,3,551,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
21,110942.0,0,8000.0,13.61,0.07,2,612,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
23,89792.0,0,2600.0,15.27,0.03,3,613,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
25,121319.0,2,2600.0,7.9,0.02,3,653,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
26,42751.0,2,4175.0,7.74,0.1,4,611,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
26,82213.0,4,15000.0,16.49,0.18,3,604,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23,111067.0,0,15000.0,9.91,0.14,2,571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,111359.0,0,12000.0,6.62,0.11,3,608,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
21,16604.0,0,2525.0,11.01,0.15,2,684,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
24,70029.0,0,2525.0,11.01,0.04,4,580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,12686.0,0,2500.0,14.59,0.2,3,645,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
23,111805.0,0,2400.0,12.69,0.02,2,697,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
22,111304.0,0,1400.0,11.01,0.01,3,612,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
23,111365.0,3,4800.0,7.49,0.04,2,691,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22,42622.0,0,5000.0,11.14,0.12,2,551,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
24,111380.0,1,11000.0,10.99,0.1,3,530,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
23,50333.0,3,12500.0,13.57,0.25,4,514,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
21,51200.0,0,12500.0,8.94,0.24,2,642,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
24,111699.0,0,15000.0,11.11,0.13,4,546,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
25,45436.0,4,12500.0,14.61,0.28,4,671,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22,16881.0,0,2500.0,9.91,0.15,4,620,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
22,18765.0,0,2500.0,11.01,0.13,2,596,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
26,18705.0,4,2500.0,13.47,0.13,4,681,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
23,19676.0,0,2500.0,10.65,0.13,2,642,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
24,111382.0,3,7200.0,9.88,0.06,2,691,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23,82582.0,1,8000.0,15.33,0.1,3,691,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,19689.0,0,2500.0,7.29,0.13,3,632,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,111322.0,2,10000.0,16.7,0.09,2,589,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
23,111263.0,0,15600.0,16.35,0.14,3,700,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
23,111108.0,0,15000.0,11.26,0.14,2,518,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
23,110932.0,0,7000.0,13.47,0.06,4,697,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
25,111428.0,2,13000.0,11.26,0.12,2,615,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
26,111552.0,7,5600.0,11.46,0.05,3,645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,111289.0,0,6000.0,12.22,0.05,2,589,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
23,111054.0,2,12950.0,9.96,0.12,2,681,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
25,21963.0,5,2500.0,12.53,0.11,4,655,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
21,22770.0,0,2500.0,7.88,0.11,2,576,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
26,96926.0,5,7500.0,15.23,0.08,2,575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,22555.0,0,2500.0,11.89,0.11,4,693,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,23907.0,0,2500.0,14.22,0.1,2,563,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
24,24257.0,0,2500.0,13.84,0.1,3,565,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
25,97066.0,3,6000.0,8.0,0.06,2,607,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,97186.0,4,10000.0,11.01,0.1,2,670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,25561.0,4,2500.0,15.7,0.1,2,676,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
24,111926.0,0,6000.0,11.01,0.05,4,643,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
21,24941.0,0,2500.0,13.79,0.1,3,687,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
25,46038.0,2,12500.0,18.62,0.27,3,643,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
26,112054.0,3,14500.0,7.88,0.13,4,695,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,97657.0,3,10000.0,11.66,0.1,2,645,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
25,54741.0,0,12500.0,10.37,0.23,3,631,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
22,112192.0,0,10200.0,11.01,0.09,4,670,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
23,56021.0,0,12500.0,11.11,0.22,2,646,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
26,57399.0,3,12500.0,11.86,0.22,3,573,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
21,59644.0,0,12500.0,7.49,0.21,4,666,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
23,112154.0,1,2500.0,11.01,0.02,2,668,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
22,61380.0,0,12500.0,7.29,0.2,2,688,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
25,112108.0,2,1500.0,14.65,0.01,2,616,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
22,112571.0,0,9250.0,7.9,0.08,3,664,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
24,60928.0,2,12500.0,7.88,0.21,3,534,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
26,112130.0,2,1500.0,9.63,0.01,2,551,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24,42799.0,2,1700.0,10.38,0.04,2,672,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
22,42830.0,0,7350.0,14.22,0.17,2,638,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
23,112487.0,3,5000.0,8.94,0.04,4,605,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
26,42229.0,2,5500.0,7.51,0.13,2,597,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
25,112670.0,5,12000.0,16.77,0.11,4,659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,63206.0,0,12500.0,11.01,0.2,3,575,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
25,112616.0,4,12000.0,6.62,0.11,2,633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,67247.0,1,12500.0,12.87,0.19,2,505,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
23,112607.0,2,2000.0,7.9,0.02,4,676,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26,62260.0,3,12500.0,14.18,0.2,4,673,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,112779.0,0,3600.0,7.9,0.03,3,704,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26,112566.0,1,8000.0,6.99,0.07,2,565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,112489.0,6,6000.0,10.99,0.05,3,709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,112857.0,5,2000.0,15.23,0.02,4,668,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24,42473.0,2,2000.0,11.71,0.05,3,667,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
23,97966.0,0,16000.0,11.99,0.16,3,669,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22,73098.0,3,12500.0,10.59,0.17,4,536,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
24,73072.0,0,12500.0,11.49,0.17,2,527,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
23,72888.0,0,12500.0,10.25,0.17,3,614,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
25,73029.0,0,12500.0,11.89,0.17,2,682,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
24,65717.0,0,12500.0,14.5,0.19,4,613,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
22,75624.0,2,12500.0,7.29,0.17,2,566,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
22,76533.0,3,12500.0,10.25,0.16,3,564,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
26,112787.0,2,5600.0,11.01,0.05,4,618,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22,79447.0,3,12500.0,6.91,0.16,2,697,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
26,112783.0,5,17500.0,7.51,0.16,4,643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,79207.0,0,12500.0,11.48,0.16,4,652,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
25,112283.0,2,12000.0,7.88,0.11,4,663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,112610.0,4,10000.0,9.88,0.09,3,644,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
21,112428.0,0,9800.0,12.73,0.09,3,649,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
24,84922.0,4,12500.0,7.88,0.15,3,555,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
25,97571.0,0,12500.0,9.38,0.13,2,603,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,101802.0,0,12500.0,6.54,0.12,4,673,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24,88486.0,3,12500.0,6.0,0.14,2,693,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,41759.0,1,3200.0,7.14,0.08,3,514,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
26,114997.0,3,12500.0,12.61,0.11,2,648,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
23,112764.0,1,3000.0,7.12,0.03,3,562,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22,112804.0,0,7500.0,11.01,0.07,4,550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,112665.0,1,8450.0,13.49,0.08,2,522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24,132794.0,2,12500.0,9.62,0.09,4,703,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
22,112498.0,0,12000.0,11.49,0.11,3,594,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
22,112859.0,0,7000.0,9.63,0.06,2,674,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
26,113199.0,2,12000.0,11.26,0.11,2,656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,52247.0,0,12600.0,11.26,0.24,3,663,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25,113116.0,3,14000.0,12.23,0.12,4,681,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
26,113149.0,5,6250.0,14.83,0.06,3,700,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
